sales_document,document_type,sales_document_item,order_date,company_code,sales_organization,distribution_channel,sold_to_customer,material_id,order_priority,payment_terms,incoterms,order_quantity,net_unit_price,discount_pct
2006,OR,10,2024-05-27,2000,DE01,Inside Sales,C009,MAT001,Medium,NET45,DAP,11,1305.01,0.15
2007,OR,10,2023-05-03,1000,EU01,Retail,C008,MAT002,Critical,NET30,DAP,7,1321.04,0.05
2008,ZOR,10,2023-07-26,2000,EU01,Inside Sales,C010,MAT006,Low,NET45,DAP,10,959.32,0.0
2009,OR,10,2024-07-24,2000,EU02,Partner,C002,MAT007,Low,NET30,FCA,10,186.08,0.1
2010,ZOR,10,2024-07-23,1000,EU02,Online,C008,MAT001,Critical,COD,EXW,6,336.02,0.05
2011,ZOR,10,2023-02-26,1000,EU01,Retail,C004,MAT007,High,COD,FCA,7,834.57,0.0
2012,ZOR,10,2023-03-27,1000,DE01,Online,C010,MAT001,Low,COD,EXW,2,911.08,0.15
2013,ZOR,10,2023-06-30,1000,DE01,Partner,C005,MAT008,Medium,NET45,FCA,11,1125.37,0.0
2014,ZOR,10,2023-06-26,2000,EU01,Inside Sales,C006,MAT004,Critical,PREPAID,FCA,12,1778.4,0.15
2015,ZOR,10,2023-12-21,2000,EU02,Retail,C001,MAT005,Low,COD,DAP,2,651.38,0.15
2016,OR,10,2023-02-10,1000,DE01,Inside Sales,C010,MAT004,Critical,COD,DAP,12,1047.1,0.2
2017,ZOR,10,2024-01-24,1000,EU02,Partner,C006,MAT008,Low,COD,DAP,10,1195.13,0.2
2018,OR,10,2024-09-22,2000,EU01,Online,C009,MAT001,Medium,PREPAID,FCA,7,336.67,0.15
2019,ZOR,10,2024-03-30,2000,DE01,Inside Sales,C004,MAT003,High,PREPAID,EXW,6,291.56,0.05
2020,OR,10,2023-04-10,1000,EU02,Partner,C002,MAT005,Critical,COD,FCA,10,1012.64,0.15
2021,OR,10,2023-06-19,2000,EU02,Inside Sales,C002,MAT004,Low,COD,FCA,12,385.46,0.0
2022,OR,10,2023-02-10,2000,EU01,Retail,C006,MAT008,Medium,NET30,DAP,6,558.33,0.2
2023,OR,10,2024-05-10,1000,EU01,Inside Sales,C005,MAT005,Critical,PREPAID,DAP,1,555.12,0.1
2024,ZOR,10,2024-05-08,1000,DE01,Partner,C007,MAT002,Critical,NET45,DAP,6,979.87,0.2
2025,ZOR,10,2024-09-28,2000,EU01,Inside Sales,C010,MAT008,Critical,PREPAID,DAP,5,616.37,0.0
2026,OR,10,2023-08-30,1000,EU02,Retail,C010,MAT004,Critical,NET30,FCA,6,1733.92,0.05
2027,OR,10,2023-12-07,2000,EU01,Retail,C009,MAT001,Low,NET45,DAP,9,540.39,0.0
2028,ZOR,10,2024-03-08,1000,DE01,Partner,C007,MAT007,Medium,NET45,FCA,4,1566.69,0.0
2029,ZOR,10,2024-03-04,1000,EU01,Retail,C002,MAT007,Low,NET45,FCA,3,828.39,0.0
2030,OR,10,2023-08-07,2000,DE01,Inside Sales,C003,MAT005,High,COD,DAP,7,366.91,0.0
2031,OR,10,2023-03-20,2000,EU02,Retail,C009,MAT008,Low,COD,DAP,2,597.95,0.0
2032,ZOR,10,2023-12-06,1000,EU01,Inside Sales,C006,MAT005,Low,NET30,EXW,11,1543.22,0.15
2033,OR,10,2023-05-23,2000,EU01,Online,C006,MAT005,Critical,PREPAID,EXW,9,920.15,0.0
2034,ZOR,10,2024-04-04,1000,DE01,Retail,C002,MAT004,Medium,COD,EXW,12,1366.93,0.0
2035,ZOR,10,2023-01-18,2000,EU02,Inside Sales,C005,MAT003,Critical,COD,FCA,7,275.36,0.1
2036,OR,10,2023-07-10,2000,EU02,Inside Sales,C001,MAT004,Medium,NET30,FCA,8,827.2,0.0
2037,OR,10,2023-01-08,1000,DE01,Partner,C006,MAT006,Critical,NET45,DAP,7,341.2,0.15
2038,OR,10,2024-10-21,2000,EU01,Retail,C006,MAT006,Critical,NET45,EXW,3,1404.55,0.0
2039,ZOR,10,2023-05-10,2000,DE01,Partner,C003,MAT005,Low,NET45,DAP,6,631.13,0.05
2040,ZOR,10,2024-12-18,2000,EU02,Online,C005,MAT002,Low,COD,DAP,9,983.58,0.0
2041,ZOR,10,2024-10-14,2000,DE01,Inside Sales,C006,MAT007,Low,PREPAID,DAP,9,1219.67,0.0
2042,OR,10,2024-05-26,1000,EU02,Retail,C010,MAT002,Medium,PREPAID,FCA,10,617.97,0.1
2043,ZOR,10,2023-01-30,1000,DE01,Partner,C006,MAT005,Medium,COD,DAP,1,896.65,0.0
2044,OR,10,2023-11-27,1000,DE01,Online,C004,MAT004,Low,NET30,EXW,12,1703.49,0.05
2045,OR,10,2024-07-11,2000,EU01,Online,C006,MAT002,Low,NET30,EXW,6,1479.85,0.0
2046,ZOR,10,2023-11-30,1000,DE01,Inside Sales,C008,MAT003,Critical,NET30,DAP,7,680.66,0.05
2047,ZOR,10,2024-04-18,2000,EU01,Partner,C010,MAT006,High,NET30,DAP,6,1617.41,0.0
2048,ZOR,10,2023-05-18,1000,EU01,Partner,C005,MAT002,Medium,PREPAID,EXW,12,587.34,0.15
2049,OR,10,2023-03-05,1000,EU01,Partner,C002,MAT002,Medium,NET30,DAP,6,902.37,0.15
2050,OR,10,2023-03-03,1000,EU01,Inside Sales,C010,MAT005,Critical,NET45,EXW,9,1324.6,0.1
2051,OR,10,2023-07-13,1000,EU02,Online,C003,MAT005,High,NET30,FCA,12,340.12,0.0
2052,ZOR,10,2024-10-21,1000,DE01,Online,C009,MAT001,High,NET45,DAP,8,1044.0,0.1
2053,ZOR,10,2023-01-28,2000,DE01,Retail,C004,MAT003,High,PREPAID,DAP,1,187.4,0.1
2054,ZOR,10,2023-11-06,2000,EU01,Online,C004,MAT004,Critical,NET45,DAP,7,1000.22,0.0
2055,OR,10,2023-10-25,1000,DE01,Online,C003,MAT002,Medium,NET30,EXW,1,197.85,0.1
2056,OR,10,2023-06-16,2000,EU02,Inside Sales,C005,MAT006,Medium,NET45,EXW,10,225.08,0.1
2057,OR,10,2023-06-07,1000,EU01,Inside Sales,C009,MAT004,Low,COD,EXW,4,1377.06,0.2
2058,OR,10,2023-02-25,2000,DE01,Online,C004,MAT002,Low,COD,DAP,1,601.67,0.2
2059,OR,10,2023-07-30,1000,EU01,Partner,C010,MAT006,Critical,NET30,DAP,2,487.02,0.1
2060,ZOR,10,2023-03-01,2000,EU02,Retail,C006,MAT008,Medium,NET45,EXW,7,1369.17,0.0
2061,OR,10,2023-07-20,1000,EU02,Online,C006,MAT008,Low,NET45,FCA,10,704.14,0.2
2062,OR,10,2024-02-13,1000,EU01,Partner,C007,MAT007,Critical,NET45,FCA,3,1776.73,0.0
2063,ZOR,10,2023-03-02,1000,EU02,Partner,C009,MAT001,Low,COD,EXW,5,1192.78,0.1
2064,ZOR,10,2023-07-06,1000,DE01,Inside Sales,C006,MAT008,High,PREPAID,FCA,9,1259.01,0.1
2065,ZOR,10,2023-06-25,2000,EU02,Online,C010,MAT008,Medium,NET45,FCA,6,1647.03,0.2
2066,ZOR,10,2024-01-18,2000,EU01,Online,C004,MAT002,Critical,NET30,EXW,5,951.71,0.0
2067,ZOR,10,2024-07-09,1000,EU01,Retail,C003,MAT004,Low,NET30,DAP,12,450.46,0.0
2068,ZOR,10,2023-11-15,2000,EU02,Inside Sales,C008,MAT005,Low,COD,EXW,8,1388.27,0.0
2069,ZOR,10,2023-04-19,2000,DE01,Inside Sales,C008,MAT007,Low,NET30,DAP,6,941.13,0.0
2070,OR,10,2023-10-03,2000,EU01,Retail,C009,MAT002,High,NET45,FCA,7,1608.73,0.0
2071,ZOR,10,2023-05-02,2000,DE01,Retail,C007,MAT002,Low,NET45,DAP,12,1355.82,0.2
2072,ZOR,10,2024-12-27,2000,EU01,Retail,C007,MAT004,Critical,PREPAID,EXW,8,832.92,0.0
2073,ZOR,10,2024-11-23,2000,EU01,Partner,C007,MAT007,Low,NET30,EXW,1,1537.42,0.0
2074,ZOR,10,2023-05-21,1000,DE01,Inside Sales,C010,MAT008,High,NET45,FCA,2,1185.13,0.15
2075,ZOR,10,2024-02-04,1000,EU02,Partner,C008,MAT001,Medium,PREPAID,EXW,12,1102.05,0.0
2076,OR,10,2023-02-03,1000,EU01,Partner,C001,MAT004,High,PREPAID,FCA,5,368.27,0.15
2077,OR,10,2023-01-16,2000,EU02,Partner,C010,MAT006,Low,PREPAID,EXW,10,1719.97,0.0
2078,ZOR,10,2024-02-01,2000,DE01,Online,C008,MAT006,Critical,NET45,DAP,6,332.5,0.0
2079,OR,10,2023-03-10,2000,EU01,Inside Sales,C010,MAT005,High,NET45,EXW,6,1224.89,0.2
2080,OR,10,2024-07-18,2000,EU01,Inside Sales,C002,MAT001,Low,NET30,DAP,1,855.94,0.0
2081,ZOR,10,2024-09-29,2000,EU01,Online,C004,MAT001,High,PREPAID,FCA,5,193.61,0.2
2082,ZOR,10,2024-12-23,2000,DE01,Retail,C004,MAT008,Medium,COD,FCA,6,1551.92,0.15
2083,OR,10,2023-05-08,1000,EU01,Partner,C007,MAT005,Critical,COD,EXW,2,638.01,0.1
2084,OR,10,2023-03-08,2000,DE01,Online,C008,MAT002,Low,COD,EXW,2,565.73,0.05
2085,OR,10,2024-12-30,1000,DE01,Inside Sales,C006,MAT005,Medium,PREPAID,DAP,4,1728.73,0.2
2086,OR,10,2024-10-29,1000,EU01,Inside Sales,C005,MAT008,Critical,NET30,EXW,8,1023.96,0.0
2087,ZOR,10,2023-09-06,1000,DE01,Online,C009,MAT001,Medium,NET45,DAP,8,1044.14,0.1
2088,ZOR,10,2024-11-12,1000,DE01,Inside Sales,C006,MAT004,Medium,PREPAID,DAP,2,758.42,0.05
2089,OR,10,2023-04-22,1000,EU02,Inside Sales,C001,MAT001,Critical,NET30,EXW,8,953.13,0.0
2090,OR,10,2024-03-02,1000,DE01,Inside Sales,C001,MAT004,High,PREPAID,FCA,3,1221.76,0.15
2091,ZOR,10,2023-11-08,1000,EU02,Inside Sales,C006,MAT001,Critical,PREPAID,FCA,5,1468.31,0.05
2092,ZOR,10,2024-03-13,2000,EU02,Partner,C002,MAT003,Low,COD,FCA,5,914.7,0.1
2093,ZOR,10,2023-07-18,1000,DE01,Online,C003,MAT007,Medium,COD,FCA,4,137.98,0.0
2094,OR,10,2023-09-19,2000,EU01,Retail,C004,MAT001,Low,COD,DAP,1,1327.76,0.0
2095,OR,10,2024-06-11,1000,EU01,Inside Sales,C007,MAT008,High,NET30,EXW,6,1284.78,0.0
2096,OR,10,2024-08-30,2000,DE01,Inside Sales,C007,MAT004,Medium,NET45,DAP,7,441.92,0.0
2097,OR,10,2023-12-30,1000,EU01,Retail,C004,MAT008,Medium,NET45,DAP,10,401.94,0.0
2098,OR,10,2024-04-27,2000,DE01,Retail,C005,MAT001,Medium,COD,EXW,5,383.61,0.0
2099,ZOR,10,2024-10-09,2000,EU01,Online,C003,MAT006,Critical,NET30,DAP,8,421.75,0.0
2100,OR,10,2024-10-19,2000,EU01,Inside Sales,C009,MAT001,Critical,PREPAID,DAP,12,664.3,0.0
2101,ZOR,10,2023-04-09,1000,EU01,Retail,C007,MAT005,Low,PREPAID,EXW,12,291.75,0.2
2102,ZOR,10,2024-09-08,1000,EU01,Retail,C009,MAT004,Low,NET45,FCA,8,1118.02,0.1
2103,OR,10,2024-06-14,1000,EU02,Partner,C001,MAT004,Medium,NET30,FCA,9,695.34,0.1
2104,OR,10,2024-01-07,1000,EU01,Online,C007,MAT007,Critical,COD,FCA,11,1389.48,0.05
2105,ZOR,10,2023-11-01,2000,DE01,Partner,C010,MAT007,Medium,NET45,FCA,10,667.53,0.1
2106,OR,10,2023-08-25,2000,DE01,Inside Sales,C007,MAT003,Medium,NET30,DAP,6,1033.95,0.05
2107,ZOR,10,2023-10-30,1000,EU02,Partner,C010,MAT006,High,NET30,EXW,9,1028.49,0.0
2108,ZOR,10,2024-01-06,1000,DE01,Inside Sales,C001,MAT008,Medium,NET30,EXW,3,1338.15,0.0
2109,ZOR,10,2024-04-23,2000,DE01,Retail,C006,MAT007,Critical,NET45,FCA,12,1494.35,0.0
2110,ZOR,10,2024-06-01,1000,EU02,Online,C007,MAT007,Low,NET30,FCA,2,93.93,0.0
2111,OR,10,2024-03-17,2000,DE01,Retail,C007,MAT005,High,COD,FCA,10,1143.33,0.0
2112,ZOR,10,2024-01-01,1000,EU01,Inside Sales,C001,MAT001,Medium,COD,EXW,7,551.5,0.2
2113,OR,10,2024-01-10,2000,EU01,Inside Sales,C004,MAT005,Critical,COD,FCA,5,484.97,0.05
2114,OR,10,2024-07-06,2000,DE01,Online,C006,MAT007,Critical,PREPAID,EXW,9,372.79,0.1
2115,OR,10,2024-03-29,2000,EU01,Retail,C005,MAT006,Low,COD,FCA,6,1127.48,0.1
2116,OR,10,2023-11-28,1000,DE01,Inside Sales,C005,MAT007,Medium,PREPAID,EXW,5,1402.04,0.0
2117,OR,10,2024-02-20,1000,DE01,Online,C006,MAT007,Low,NET45,FCA,8,147.07,0.1
2118,ZOR,10,2023-12-05,2000,EU01,Inside Sales,C001,MAT005,Low,NET45,DAP,7,493.12,0.0
2119,OR,10,2024-08-19,2000,DE01,Retail,C003,MAT002,High,NET30,EXW,12,1049.09,0.15
2120,OR,10,2023-12-26,1000,DE01,Partner,C002,MAT006,Medium,NET45,EXW,6,266.25,0.1
2121,OR,10,2024-11-08,1000,DE01,Partner,C006,MAT001,Low,NET45,FCA,6,1421.24,0.05
2122,OR,10,2023-04-19,1000,EU01,Partner,C008,MAT002,Low,PREPAID,FCA,1,714.11,0.15
2123,OR,10,2024-09-14,2000,EU02,Partner,C001,MAT006,High,NET30,FCA,2,1220.8,0.15
2124,OR,10,2024-02-26,2000,EU02,Inside Sales,C002,MAT008,Low,NET30,FCA,5,1112.21,0.0
2125,OR,10,2023-06-16,2000,EU02,Online,C010,MAT007,Low,NET45,FCA,4,401.3,0.0
2126,OR,10,2024-08-13,1000,DE01,Partner,C001,MAT001,Medium,COD,FCA,2,1686.39,0.05
2127,ZOR,10,2024-07-23,1000,EU02,Inside Sales,C005,MAT001,Critical,COD,EXW,2,1253.74,0.0
2128,OR,10,2023-02-03,2000,EU02,Partner,C002,MAT007,High,COD,FCA,2,331.55,0.0
2129,OR,10,2024-10-20,1000,EU02,Retail,C004,MAT004,Medium,NET30,EXW,6,665.42,0.2
2130,OR,10,2024-08-17,2000,DE01,Retail,C002,MAT005,High,COD,FCA,11,1248.48,0.15
2131,OR,10,2024-08-19,2000,EU02,Online,C005,MAT006,Low,PREPAID,EXW,2,149.91,0.2
2132,ZOR,10,2023-01-07,2000,DE01,Online,C005,MAT005,Critical,NET30,FCA,12,168.04,0.1
2133,ZOR,10,2023-02-09,2000,EU02,Partner,C005,MAT005,High,NET30,DAP,1,1077.45,0.2
2134,OR,10,2023-02-05,2000,EU01,Partner,C007,MAT007,Medium,PREPAID,FCA,11,106.7,0.0
2135,OR,10,2023-03-22,1000,EU01,Partner,C008,MAT008,Critical,NET45,DAP,4,1225.46,0.15
2136,OR,10,2024-02-20,2000,DE01,Online,C002,MAT007,High,COD,EXW,9,1765.42,0.05
2137,ZOR,10,2024-11-19,1000,DE01,Inside Sales,C003,MAT008,Critical,NET30,EXW,7,717.96,0.2
2138,OR,10,2024-03-21,2000,EU02,Retail,C005,MAT007,Critical,COD,FCA,1,255.51,0.0
2139,OR,10,2024-05-17,1000,DE01,Partner,C008,MAT003,Medium,NET30,FCA,3,603.84,0.0
2140,ZOR,10,2023-06-05,1000,DE01,Partner,C009,MAT005,Critical,NET30,DAP,3,225.62,0.2
2141,OR,10,2023-01-09,2000,DE01,Online,C004,MAT002,High,PREPAID,DAP,1,616.37,0.2
2142,OR,10,2024-11-10,1000,DE01,Online,C001,MAT002,Medium,PREPAID,DAP,12,434.28,0.0
2143,OR,10,2023-03-18,2000,EU02,Retail,C005,MAT004,Critical,COD,FCA,9,301.75,0.2
2144,ZOR,10,2023-04-09,1000,DE01,Online,C004,MAT008,Low,NET30,FCA,1,1729.6,0.2
2145,OR,10,2023-06-04,2000,EU01,Inside Sales,C009,MAT007,Medium,PREPAID,DAP,9,870.68,0.0
2146,OR,10,2023-08-07,1000,EU02,Inside Sales,C003,MAT006,High,PREPAID,FCA,3,261.38,0.0
2147,OR,10,2023-03-11,1000,EU01,Online,C004,MAT005,High,PREPAID,EXW,9,1334.42,0.0
2148,ZOR,10,2023-01-08,2000,EU01,Inside Sales,C007,MAT007,Low,NET45,FCA,9,1746.82,0.0
2149,OR,10,2024-05-27,1000,DE01,Inside Sales,C006,MAT004,Low,NET45,FCA,7,1015.36,0.1
2150,ZOR,10,2024-12-27,1000,DE01,Online,C008,MAT005,Low,PREPAID,DAP,4,41.69,0.2
2151,ZOR,10,2023-03-25,2000,DE01,Inside Sales,C005,MAT006,Critical,PREPAID,DAP,4,411.89,0.1
2152,OR,10,2023-05-06,1000,DE01,Partner,C010,MAT008,Medium,COD,FCA,8,85.29,0.0
2153,OR,10,2024-10-10,2000,EU01,Inside Sales,C006,MAT006,Critical,NET30,FCA,9,958.97,0.0
2154,OR,10,2023-02-24,2000,EU02,Retail,C008,MAT005,Medium,COD,DAP,4,943.92,0.05
2155,OR,10,2023-08-04,1000,DE01,Retail,C004,MAT006,High,NET30,DAP,1,546.56,0.0
2156,ZOR,10,2024-06-21,2000,EU01,Inside Sales,C008,MAT008,High,NET30,DAP,1,425.38,0.05
2157,ZOR,10,2023-01-13,2000,EU02,Retail,C003,MAT003,Low,NET45,FCA,11,985.92,0.0
2158,ZOR,10,2024-03-01,2000,EU01,Retail,C007,MAT005,Medium,NET45,EXW,1,1634.64,0.15
2159,OR,10,2024-03-17,2000,EU01,Inside Sales,C001,MAT005,High,NET45,EXW,3,392.21,0.15
2160,OR,10,2024-06-17,1000,EU02,Partner,C007,MAT006,Low,NET45,DAP,3,243.89,0.2
2161,ZOR,10,2024-04-23,1000,EU01,Retail,C007,MAT005,Low,NET30,FCA,7,1317.47,0.1
2162,ZOR,10,2024-07-19,1000,DE01,Retail,C008,MAT004,Low,NET45,DAP,4,1640.43,0.05
2163,ZOR,10,2023-07-01,2000,EU01,Inside Sales,C008,MAT008,High,NET45,DAP,9,785.38,0.0
2164,ZOR,10,2023-09-21,1000,EU02,Online,C009,MAT005,Medium,COD,DAP,3,373.86,0.1
2165,OR,10,2024-05-16,2000,DE01,Online,C002,MAT002,Low,NET45,FCA,2,625.06,0.1
2166,ZOR,10,2023-07-07,2000,EU01,Retail,C002,MAT005,Low,NET30,EXW,12,960.87,0.05
2167,ZOR,10,2024-04-16,1000,EU01,Inside Sales,C004,MAT001,Critical,COD,FCA,10,707.27,0.15
2168,ZOR,10,2023-07-05,1000,DE01,Retail,C004,MAT008,Medium,COD,DAP,4,1225.72,0.0
2169,OR,10,2024-08-04,2000,EU01,Inside Sales,C002,MAT006,High,COD,FCA,4,312.03,0.05
2170,ZOR,10,2023-04-29,1000,EU01,Inside Sales,C004,MAT003,Critical,NET30,FCA,7,931.58,0.05
2171,OR,10,2024-07-02,1000,EU02,Partner,C010,MAT008,Medium,PREPAID,FCA,7,1775.84,0.05
2172,ZOR,10,2024-12-14,2000,EU01,Inside Sales,C001,MAT003,Critical,NET45,EXW,8,733.26,0.05
2173,ZOR,10,2024-08-31,2000,EU02,Inside Sales,C007,MAT007,High,PREPAID,DAP,12,173.21,0.0
2174,ZOR,10,2023-10-09,2000,EU02,Online,C003,MAT005,Low,PREPAID,EXW,8,908.95,0.1
2175,ZOR,10,2023-10-07,1000,EU02,Partner,C006,MAT001,Medium,COD,DAP,5,1012.75,0.0
2176,OR,10,2024-01-19,1000,EU02,Partner,C007,MAT004,Medium,NET30,EXW,7,1095.47,0.0
2177,OR,10,2024-12-14,2000,DE01,Inside Sales,C004,MAT001,High,NET30,DAP,1,1308.82,0.05
2178,ZOR,10,2023-09-21,1000,DE01,Retail,C007,MAT006,Medium,COD,FCA,10,797.27,0.0
2179,ZOR,10,2023-10-15,2000,EU01,Online,C004,MAT004,Medium,COD,EXW,10,1128.12,0.0
2180,ZOR,10,2023-05-31,1000,DE01,Online,C001,MAT003,Critical,COD,EXW,8,1454.4,0.0
2181,ZOR,10,2023-04-28,2000,EU02,Inside Sales,C008,MAT008,Medium,NET45,EXW,1,788.86,0.0
2182,ZOR,10,2024-04-02,2000,EU02,Retail,C006,MAT001,High,NET45,DAP,1,362.81,0.05
2183,ZOR,10,2024-06-24,2000,EU01,Online,C008,MAT002,Low,NET45,FCA,3,457.11,0.15
2184,OR,10,2024-08-06,1000,EU01,Inside Sales,C005,MAT006,High,NET30,FCA,12,1740.05,0.0
2185,ZOR,10,2024-04-01,1000,EU01,Online,C001,MAT007,High,NET30,EXW,7,506.83,0.05
2186,ZOR,10,2023-07-29,2000,EU02,Retail,C001,MAT004,High,PREPAID,DAP,4,799.0,0.2
2187,ZOR,10,2024-12-07,2000,EU02,Retail,C008,MAT003,Low,NET30,EXW,2,1565.03,0.1
2188,OR,10,2024-02-04,1000,EU01,Inside Sales,C009,MAT006,High,PREPAID,DAP,1,1007.21,0.15
2189,OR,10,2024-08-24,1000,DE01,Online,C008,MAT006,Critical,NET30,FCA,6,307.72,0.1
2190,OR,10,2024-01-06,1000,DE01,Inside Sales,C007,MAT004,Medium,NET30,FCA,3,1641.6,0.0
2191,OR,10,2023-01-04,2000,EU02,Online,C006,MAT005,Low,NET45,FCA,8,402.97,0.0
2192,OR,10,2024-10-05,1000,EU02,Partner,C001,MAT001,High,NET45,EXW,2,1207.49,0.1
2193,OR,10,2024-12-10,1000,EU01,Online,C001,MAT004,Low,PREPAID,DAP,9,543.12,0.05
2194,ZOR,10,2024-03-30,1000,EU02,Retail,C005,MAT006,High,NET45,FCA,2,696.43,0.0
2195,OR,10,2023-05-29,2000,EU01,Retail,C010,MAT006,Low,PREPAID,EXW,6,679.45,0.05
2196,ZOR,10,2024-06-22,2000,EU02,Online,C004,MAT001,Low,COD,FCA,12,1539.47,0.1
2197,ZOR,10,2024-05-28,1000,EU02,Partner,C001,MAT005,High,NET30,FCA,6,1335.97,0.1
2198,ZOR,10,2023-09-19,2000,DE01,Retail,C006,MAT001,Critical,COD,FCA,6,646.87,0.0
2199,OR,10,2024-01-13,1000,EU02,Retail,C003,MAT008,Critical,PREPAID,DAP,8,1389.88,0.05
2200,OR,10,2023-10-06,2000,EU01,Online,C003,MAT004,Critical,NET45,DAP,12,1070.69,0.2
2201,OR,10,2024-04-26,2000,DE01,Partner,C006,MAT006,High,PREPAID,FCA,12,1336.18,0.05
2202,OR,10,2024-03-22,1000,EU02,Partner,C007,MAT008,Low,NET45,DAP,6,1069.51,0.0
2203,ZOR,10,2024-03-17,1000,EU01,Partner,C002,MAT003,Medium,COD,EXW,11,886.92,0.0
2204,OR,10,2024-01-12,2000,DE01,Inside Sales,C001,MAT001,High,PREPAID,DAP,6,1015.78,0.2
2205,ZOR,10,2024-09-29,2000,DE01,Online,C007,MAT004,Medium,PREPAID,FCA,8,1269.36,0.2
2206,OR,10,2023-02-25,2000,EU02,Online,C001,MAT007,Low,PREPAID,EXW,2,870.99,0.0
2207,OR,10,2024-07-26,1000,EU02,Inside Sales,C010,MAT004,Medium,COD,FCA,7,1600.85,0.2
2208,OR,10,2023-03-12,2000,EU02,Online,C002,MAT001,High,PREPAID,FCA,4,1089.09,0.0
2209,OR,10,2023-06-27,2000,EU01,Online,C001,MAT004,Medium,NET45,FCA,7,463.88,0.1
2210,ZOR,10,2024-11-12,1000,EU02,Online,C009,MAT004,High,PREPAID,DAP,9,210.33,0.2
2211,ZOR,10,2024-02-18,1000,EU02,Online,C009,MAT004,High,NET30,EXW,5,363.9,0.2
2212,OR,10,2024-05-07,2000,EU01,Partner,C001,MAT005,Critical,NET45,FCA,3,1379.27,0.1
2213,OR,10,2024-03-28,2000,EU01,Partner,C005,MAT003,High,COD,FCA,8,1206.52,0.0
2214,OR,10,2023-08-11,1000,EU01,Partner,C007,MAT007,High,NET45,EXW,10,527.7,0.0
2215,ZOR,10,2023-01-12,2000,EU01,Inside Sales,C009,MAT002,Low,NET45,EXW,10,1414.35,0.0
2216,ZOR,10,2024-10-07,2000,EU02,Inside Sales,C003,MAT003,Low,NET45,DAP,4,441.66,0.15
2217,OR,10,2024-02-01,2000,EU01,Partner,C009,MAT006,Critical,NET45,EXW,5,1424.45,0.0
2218,ZOR,10,2023-11-30,2000,EU01,Inside Sales,C009,MAT001,Low,PREPAID,DAP,2,1534.77,0.0
2219,ZOR,10,2024-05-05,2000,EU02,Partner,C004,MAT007,Medium,NET45,DAP,1,683.89,0.0
2220,ZOR,10,2023-07-17,1000,DE01,Online,C005,MAT003,Low,COD,DAP,5,839.69,0.0
2221,OR,10,2023-09-13,1000,EU02,Partner,C001,MAT006,Critical,PREPAID,FCA,2,450.54,0.0
2222,ZOR,10,2024-07-10,1000,DE01,Retail,C010,MAT008,Critical,COD,FCA,4,363.58,0.05
2223,OR,10,2023-02-18,1000,DE01,Online,C001,MAT007,Low,NET30,FCA,8,111.28,0.0
2224,ZOR,10,2023-03-25,2000,EU02,Partner,C010,MAT007,High,NET30,DAP,3,869.99,0.15
2225,OR,10,2024-09-27,1000,EU01,Retail,C006,MAT004,Low,PREPAID,EXW,11,889.22,0.15
2226,OR,10,2023-05-07,2000,DE01,Online,C010,MAT003,Medium,NET30,DAP,9,1072.24,0.0
2227,ZOR,10,2023-04-23,1000,DE01,Online,C005,MAT004,Low,NET45,DAP,5,474.33,0.0
2228,ZOR,10,2024-02-26,1000,DE01,Retail,C004,MAT007,Low,COD,DAP,6,935.49,0.05
2229,ZOR,10,2023-11-30,1000,EU01,Inside Sales,C003,MAT001,Medium,COD,FCA,8,1354.14,0.0
2230,OR,10,2023-04-26,2000,EU02,Inside Sales,C009,MAT008,Low,COD,FCA,1,598.4,0.0
2231,ZOR,10,2024-12-15,2000,EU02,Retail,C003,MAT004,High,NET45,FCA,4,1376.82,0.0
2232,ZOR,10,2023-10-07,1000,EU01,Partner,C008,MAT001,Critical,PREPAID,EXW,3,1554.11,0.15
2233,OR,10,2023-06-01,2000,EU02,Partner,C007,MAT006,High,NET30,FCA,1,286.84,0.0
2234,ZOR,10,2023-03-08,1000,EU01,Online,C001,MAT004,Medium,PREPAID,DAP,6,1311.81,0.0
2235,ZOR,10,2023-01-07,2000,EU02,Partner,C004,MAT008,Low,NET30,FCA,9,1622.99,0.0
2236,OR,10,2024-04-06,1000,DE01,Inside Sales,C001,MAT005,Critical,NET30,EXW,3,636.88,0.15
2237,OR,10,2024-11-27,2000,DE01,Inside Sales,C009,MAT006,Critical,NET30,DAP,7,1103.05,0.0
2238,OR,10,2023-04-07,1000,DE01,Online,C001,MAT006,High,NET30,DAP,10,1392.42,0.0
2239,OR,10,2023-03-17,2000,EU01,Inside Sales,C001,MAT005,High,NET30,DAP,6,1277.93,0.2
2240,OR,10,2023-06-02,2000,EU01,Online,C008,MAT007,High,NET30,FCA,5,726.81,0.2
2241,ZOR,10,2024-10-25,1000,EU02,Retail,C008,MAT002,Medium,COD,EXW,3,1761.51,0.2
2242,ZOR,10,2023-03-08,1000,EU02,Online,C001,MAT004,Critical,NET30,FCA,11,155.03,0.0
2243,OR,10,2023-03-10,1000,DE01,Retail,C008,MAT007,Medium,NET30,DAP,11,1212.22,0.1
2244,OR,10,2024-05-22,2000,EU02,Inside Sales,C003,MAT007,Medium,NET30,EXW,10,627.78,0.15
2245,ZOR,10,2024-02-15,1000,EU01,Inside Sales,C004,MAT006,High,COD,FCA,10,1245.52,0.1
2246,OR,10,2023-12-29,2000,EU01,Retail,C010,MAT008,High,NET45,DAP,1,120.97,0.0
2247,ZOR,10,2023-09-30,1000,EU01,Online,C009,MAT003,Low,COD,FCA,8,497.68,0.05
